addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,name,note,website,phone,material,check_date,opening_hours,addr:country,source,source:date,operator,wikidata,golf,landuse,ownership,sport,access,contact:website,surface,golf:course,area,fixme,name:en,description,wikipedia,golf:par,ele,gnis:feature_id,type,club,old_name,alt_name,start_date,contact:phone,area_m2,lat,lon,province,gcid
,,,,,Plymouth Country Club,,,,,,"Mo-Fr 10:00-18:00; Sa,Su 09:00-18:00",,,,,,,,,golf,,,,,,,,,,,,,,,,,,,275022.1934102286,35.85574687840244,-76.76137907527949,North Carolina,NC00418
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274900.9027912328,35.89596097818909,-77.55026887364875,North Carolina,NC00381
,,,,,Unknown Golf Course,https://www.ccwakefieldplantation.com/files/WP_Scorecard_9Hole_03042016.pdf,,,,,,,,,TPC Wakefield Plantation,,,,,,,,,9_hole,,,,,,,,,,,,,,,272339.276578702,35.964621659489154,-78.55218624791067,North Carolina,NC00345
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271570.22066625435,35.401873585596,-77.61852311653865,North Carolina,NC00293
Forest City,211,28043,NC,Clay Street,Forest City Municipal Golf Course,,,,,,,,,,Town of Forest City,,,,,,,,,,,,,,,,,,,,,,,,269190.34124495083,35.33617055322618,-81.8776551023663,North Carolina,NC00427
Lillington,216,27546,NC,Country Club Drive,Black Course,,https://www.keithhills.com/,+1-910-893-1371,,,,,,,Keith Hills Golf Club,,,,,,,,,,,,,,,,,,multipolygon,,,,,,267340.57168775727,35.391754013506926,-78.75323527397988,North Carolina,NC00117
High Point,800,27262,,Country Club Drive,High Point Country Club,,https://www.hpcountryclub.com/,+1 336 889 0818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266690.19987997407,35.96538641887878,-80.0290898237142,North Carolina,NC00374
Pinehurst,2205,28374,,Midland Drive,Midland Country Club,,http://www.knollwood-midland.com/golf.html,+1 910 295 3241,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,252797.74468083505,35.205382973733826,-79.43076876312398,North Carolina,NC00103
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250502.03937120468,35.083629176391725,-83.07232011925541,North Carolina,NC00279
,,,,,Peachtree Hills Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249804.46152648932,35.98635296842269,-78.1311708929996,North Carolina,NC00481
Shelby,850,28150,NC,West Sumter Street,Royster Memorial Golf Course,,,,,,08:00-16:00,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,244081.50130328583,35.298899047265,-81.55946583561513,North Carolina,NC00200
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241229.68864815676,36.217064875716105,-80.86911644128601,North Carolina,NC00306
Asheboro,421,27205,,Country Club Drive,Asheboro Municipal Golf Course,,https://www.ci.asheboro.nc.us/Recreation/golfcourse.html,336-625-4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225943.34506802046,35.684919555109715,-79.82068376136046,North Carolina,NC00311
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212209.8010153538,36.3066299225302,-80.97770819201959,North Carolina,NC00307
,,,,,Heather Hills Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,211089.5806843248,36.050031786338245,-80.29004127885078,North Carolina,NC00222
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166789.55448512663,35.34831266045402,-82.38688820103211,North Carolina,NC00445
,,,,,Knollwood Fairways,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152992.4583796642,35.193596017047405,-79.40660416823367,North Carolina,NC00327
Roaring Gap,2663,28668,NC,Roaring Gap Drive,Roaring Gap Club,,https://www.roaringgapclub.com/,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,151725.67470915863,36.41108906965356,-80.96919507120084,North Carolina,NC00204
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,147511.41756555976,36.208378946517726,-81.73465657378512,North Carolina,NC00212
,,,,,Ironplay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144396.77419009997,36.20946532669453,-79.84661285862495,North Carolina,NC00410
Southport,4166,28465,,Vanessa Drive,Oak Island Par Three Golf Course at South Harbour,,https://www.oakislandparthreesouthharbour.com/,+1 910 454 0905,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,136030.20177735446,33.92874449195623,-78.06530413744423,North Carolina,NC00173
Pinehurst,85,28374,NC,Glasgow Drive,Azalea,,https://www.pinewildcc.com/,,,,,,,,Pinewild Country Club,,,,,,,,,,,,,,,,,,,,,,,,129702.88937630094,35.19863580438565,-79.50443632529975,North Carolina,NC00325
Indian Trail,U.S. Hwy 74,28079,NC,,Pebble Creek Golf Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129454.95216408547,35.0707735646226,-80.64968757701268,North Carolina,NC00392
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127485.8823219798,34.85377805394143,-77.4910929345374,North Carolina,NC00467
,,,,,Challenger 3 Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122644.79080044257,35.33676433900911,-81.49973620667882,North Carolina,NC00270
,,,,,Lynrock Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108383.1527148411,36.485550868032334,-79.75201853592674,North Carolina,NC00422
,,,,,Randy's Golf Center and Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93286.44012557385,36.069396377533565,-79.33190086848849,North Carolina,NC00439
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91161.70897328727,36.01330033186081,-76.53417520289024,North Carolina,NC00463
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80615.29667509324,34.85165475622255,-77.49895437412071,North Carolina,NC00468
,,,,,Golfin Dolphin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73288.67198371413,34.69605767892121,-77.06697088854597,North Carolina,NC00317
,,,,,Tanglewood Par 3 Course,,,,,,,,,,Tanglewood Park,,fairway,,,,,,grass,,,,,,,,,,multipolygon,,,,,,66904.34906842033,36.00177622465777,-80.40004076440246,North Carolina,NC00216
,,,,,The Cradle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60233.91333311708,35.187255297059366,-79.46804332339988,North Carolina,NC00432
,,,,,Golf Range & Pro Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58718.61277468469,35.14518037078443,-78.8567599428237,North Carolina,NC00404
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,56988.905674386115,35.85994399337736,-79.0200052108962,North Carolina,NC00127
Charlotte,110,28262,NC,Barton Creek Drive,Paradise Valley,,https://www.charlottepublicgolf.com/courses/paradise-valley-par-3-gc/,,,,,,,,"Ratcliffe Golf Services, Inc.",,,,county,,,,,,,,,,,,,,,,,,,,55413.834057516426,35.31728620999797,-80.7429899215586,North Carolina,NC00456
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54116.71106575619,35.16111051838653,-79.39354501212613,North Carolina,NC00425
,,,,,Haddock Golf Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52466.91443987241,36.1325141785574,-80.27088572650014,North Carolina,NC00235
,,,,,Par 3 Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51683.026608117885,36.166213696063146,-79.8690168236114,North Carolina,NC00407
,,,,,Golf Practice Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49350.924239319946,35.08089403152724,-78.94934214817867,North Carolina,NC00405
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47150.22730398963,35.159583338301935,-79.38972551914323,North Carolina,NC00426
,,,,,Knobbs Creek Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37441.41256004306,36.3118234795111,-76.21810410368418,North Carolina,NC00447
,,,,,Covington Golf Course,,,,,,,,,,Davidson College,,,,,,,,,,,,,,,,,,,,,,,,37090.30677666279,35.50405753509439,-80.83976796021878,North Carolina,NC00402
,,,,,Hedingham Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35235.445516314496,35.80413434695911,-78.5468825115939,North Carolina,NC00258
,,,,,Hedingham Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35235.445516314496,35.80413434695911,-78.5468825115939,North Carolina,NC00259
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32440.19426265257,35.002111581101204,-76.85423132631902,North Carolina,NC00473
,,,,,Bur-Mil Driving Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32204.67824607432,36.16535513592504,-79.8718333793865,North Carolina,NC00408
,,,,,The Golf Village,,,,,,,,,,,,,,,,,,,pitch_and_putt,,,,,,27,,,,,,,,,30104.46907134244,35.09000777257538,-80.88363836672836,North Carolina,NC00477
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28000.39365699666,35.28981748897389,-77.58972424121752,North Carolina,NC00286
,,,,,Northwoods Disc Golf Course,,,,,,sunrise-sunset,,,,Northwoods,,,,,,,,,,,,,Northwoods 9 Hole Disc Golf Course,,,,,,,,,,,26128.05150837286,35.303215095517096,-80.9649798235515,North Carolina,NC00398
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24896.118265077257,35.21986704798447,-83.05842035115542,North Carolina,NC00451
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23292.309446466534,34.855862111530215,-77.49391896127884,North Carolina,NC00469
West Jefferson,1396,28694,NC,Fairway Ridge Drive,Mountain Aire Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,21130.50855053619,36.377427625731464,-81.52986570251147,North Carolina,NC00205
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18986.725083602705,35.18458424888987,-83.35416337351181,North Carolina,NC00384
,,,,,Unknown Golf Course,,,,,,,,,,,,driving_range,grass,,,,,,,,,,,,,,,,,,,,,14883.41206396224,34.186890208034924,-77.90103651052277,North Carolina,NC00314
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14404.963863009525,35.32888048666931,-80.80208772831594,North Carolina,NC00434
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10222.936990682882,35.22869106116422,-83.40146319757865,North Carolina,NC00383
