addr:city,addr:housenumber,addr:postcode,addr:state,addr:street,name,phone,website,source,sport,addr:floor,check_date,internet_access,level,opening_hours,wheelchair,designation,old_name,alt_name,landuse,fixme,addr:country,golf:course,golf:par,operator,access,email,operator:type,umn:landuse,disused,gnis:feature_id,abandoned,addr:postbox,holes,addr:unit,description,wikidata,building:levels,operator:wikidata,surface,golf,ref,note,type,area,fax,start_date,wikipedia,area_m2,lat,lon,province,gcid
,,,,,Pike Lake Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174431.62429382637,46.86258787180472,-92.28279446262493,Minnesota,MN00390
,,,,,Halla Greens,,,,,,,,,Mo-Su 07:00-19:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172366.98495081393,44.8244049644606,-93.53439496668594,Minnesota,MN00184
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171198.51840663285,45.007485709803156,-96.20363209326679,Minnesota,MN00297
Dawson,,56232,,,Dawson Golf Course,+1 320 769 2212,https://sites.google.com/site/thedawsongolfcourse/home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170350.26493765222,44.93358994529347,-96.06636666800257,Minnesota,MN00261
,,,,,Orono Public Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162997.31766111526,44.975553950342295,-93.56016566778806,Minnesota,MN00440
,,,,,Meadowbrook Country Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161332.18435559075,43.52494133521567,-91.75538960651645,Minnesota,MN00229
Fairmont,259,56031,MN,Lake Aries Road,Interlaken Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161055.91827932588,43.599676763853225,-94.46831730284755,Minnesota,MN00295
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,Cragun's Resort,,,,,,,,,,,,,,,,,,,,,,,,151742.30191380705,46.385802866142775,-94.35138203959099,Minnesota,MN00213
,,,,,Waters Edge Gold Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151065.0803983791,44.748408354370945,-93.52462274397297,Minnesota,MN00235
,1000,,,Red Fox Road,Island Lake Golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148723.3250125186,45.0559080735433,-93.1401912119771,Minnesota,MN00158
,,,,,Sandstone Area Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146848.71105805578,46.13438184958509,-92.87383355110731,Minnesota,MN00278
,,,,,Bear Cave Park DISC Golf Course,,,bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143361.4761585851,43.8603979359351,-92.4976340200147,Minnesota,MN00129
,,,,,Wells Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142181.93991540113,43.7364680349654,-93.72345972300862,Minnesota,MN00230
,,,,,Fox Lake Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137304.34260398423,43.67107177013595,-94.71841128864361,Minnesota,MN00272
,,,,,Northwest Angle Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137195.59582462825,49.347385141968694,-95.06850984647767,Minnesota,MN00214
,,,,,Proctor Golf Club and Course,,,,,,,,,,,,,,,,,,,City of Proxcor,,,,,,,,,,,,,,,,,,,,,,,,136590.95941893588,46.73985014256297,-92.2243773982694,Minnesota,MN00176
,,,,,Birchwood Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132487.79891398494,46.58752320992838,-96.08278993459763,Minnesota,MN00403
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132026.42059605278,48.69706148014217,-96.19074555067628,Minnesota,MN00276
Inver Grove Heights,8919,55076,,Cahill Avenue,Arbor Pointe Golf Club,+1-651-451-9678,https://www.arborpointegolf.com/,,,,,,,,,,,,,,US,,,,,info@arborpointegolf.com,,,,,,,,,,,,,,,,,,,,,,131476.63602771526,44.82133409724425,-93.04465271407128,Minnesota,MN00259
New Birghton,1975,55112,MN,Silver Lake Road Northwest,Brightwood Hills Golf Course,,https://www.newbrightonmn.gov/departments/parks-and-recreation/recreation/golf/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131071.50769425553,45.079677838275714,-93.21664600261272,Minnesota,MN00321
,,,,,Havanah Hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129474.93712336419,44.10427967676603,-93.16379410298993,Minnesota,MN00474
,,,,,The Loop at Chaska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128878.17857927833,44.83719115891432,-93.59727354205175,Minnesota,MN00461
Brooklyn Park,8232,55443,,Regent Avenue North,Brookland Golf Park,+1-763-488-6497,https://www.brooklandgolfpark.org/,,,,,,,,,,,,,,,,,,,,,,,,,,,,Executive Nine,,,,,,,,,,,,,125391.53731842172,45.10400790225495,-93.34355549627992,Minnesota,MN00117
,,,,,Centerbrook Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124383.6253531424,45.05312777849764,-93.31546969014948,Minnesota,MN00085
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122446.39165761134,46.6275144395531,-94.31919799568131,Minnesota,MN00468
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121087.59778599437,46.65170074555481,-92.49366795159601,Minnesota,MN00449
,,,,,Veterans Golf Course,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120643.27205095704,45.57214884655351,-94.22090435346888,Minnesota,MN00212
,,,,,Pinewood Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115972.30774203126,45.300936032661994,-93.63068480272248,Minnesota,MN00326
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114699.00921442593,46.489264462212454,-94.45361441100046,Minnesota,MN00400
,,,,,Cimarron Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112202.27935311597,44.95876317957717,-92.88159210971732,Minnesota,MN00110
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109202.85795563906,47.161323040380566,-94.6289938145742,Minnesota,MN00411
New Hope,8130,55428,MN,Bass Lake Road,New Hope Village Golf Course,,,,,,,,,,,,,,,,,,,City of New Hope,,,,,,,,,,,,,,,,,,,,,,,,108953.75849894476,45.05874816120299,-93.38356945104783,Minnesota,MN00273
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108881.83932265261,44.9435670796337,-93.32726056901338,Minnesota,MN00419
,,,,,Little Willow Executive Course,,,http://www.wpgolf.com/willowcreek/layout.asp,,,,,,,,9-hole course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105593.47894135582,43.94888133649329,-92.48250305833544,Minnesota,MN00144
,,,,,Traveler's Country Club,,https://travelerscconmiss.com/9-hole-golf-course/,,,,,,,,,,,,,,,,,TCCOM,,,,,,,,,,,,,,,,,,,multipolygon,,,,,103135.10035973976,45.405625909072114,-94.00050272452606,Minnesota,MN00049
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96435.34364795753,44.236583444939505,-95.8617575947533,Minnesota,MN00387
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94188.65641452704,45.48505192809864,-93.60413229626683,Minnesota,MN00422
,,,,,Angushire Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89048.71929846083,45.54360157376757,-94.20758860965023,Minnesota,MN00275
Burnsville,12424,55337,,Parkwood Drive,Birnamwood Golf Course,+1-952-641-1370,http://www.birnamwoodgolfcourse.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83396.64555427605,44.77732367054528,-93.26046107702395,Minnesota,MN00107
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82429.24614301322,46.87406178645601,-95.84197320623298,Minnesota,MN00432
,,,,,Angushire Golf Club,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79836.51570522434,45.54657237354136,-94.21083606254666,Minnesota,MN00258
,,,,,Pathfinder Village Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78462.45932555773,46.00582010515681,-92.64357776958892,Minnesota,MN00316
,,,,,Brookside resort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78360.5258741049,47.034993867534446,-95.18942844600468,Minnesota,MN00437
,,,,,Cedarholm Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77975.1916740086,45.01220962261911,-93.15901584283742,Minnesota,MN00076
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76788.88667579579,46.009482602572255,-92.91813779296373,Minnesota,MN00420
,,,,,Mendota Heights Par 3 Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73661.01159111832,44.89500205767723,-93.12254842590195,Minnesota,MN00296
,,,,,Ironwood Golf Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73497.1423810384,45.25493262465171,-92.8707665634227,Minnesota,MN00309
,,,,,Rum River Hills Golf Club,,https://www.rumriverhills.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70419.35607589353,45.278447339171535,-93.41275791640994,Minnesota,MN00332
,,,,,IBM Disc Golf Course,,https://www.dgcoursereview.com/course.php?id=655,MOA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64655.37221348579,44.054816165657066,-92.49959829080733,Minnesota,MN00154
,,,,,Disc Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58647.79162684503,47.71372862979673,-91.96566908544932,Minnesota,MN00322
,,,,,Disc Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58647.79162684503,47.71372862979673,-91.96566908544932,Minnesota,MN00323
,,,,,Les Bolstad Driving Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57170.68632179269,44.99319570460419,-93.19077473695286,Minnesota,MN00280
,,,,,St. Charles Disc Golf Course,,,http://www.dgcoursereview.com/course.php?id=755#,,,,,,,,Jessens Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49477.6156708425,43.957982336451096,-92.05146573747126,Minnesota,MN00137
Inver Grove Heights,8919,55076,,Cahill Avenue,Arbor Pointe Golf Club,+1-651-451-9678,https://www.arborpointegolf.com/,,,,,,,,,,,,,,US,,,,,info@arborpointegolf.com,,,,,,,,,,,,,,,,,,,,,,49405.890398170246,44.82567002883703,-93.0485462899025,Minnesota,MN00260
,,,,,Fox Lake Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44053.092210328774,43.66892044734835,-94.7231447286187,Minnesota,MN00271
,,,,,Disc Golf Course,,,http://www.dgcoursereview.com/course.php?id=1829,,,,,,,,Slatterly Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39466.78807318352,44.009484274366166,-92.44744454315335,Minnesota,MN00138
,,,,,Pathfinder Village Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35496.35519659365,46.00229815157015,-92.64711107998157,Minnesota,MN00317
,,,,,Pokegama Pitch & Putt,,https://www.pokegamalakerv.com/golf-course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32820.7420939163,45.87029489235674,-93.04813220949255,Minnesota,MN00442
,,,,,Garden Park,,,,,,,,,,,,,,,,,pitch_and_putt,,Grand View Resort,,,,,,,,,,,7 Hole Pitch-N-Putt,,,,,,,,multipolygon,,,,,32809.822236747066,46.49712126300703,-94.31939697749748,Minnesota,MN00042
,,,,,Disc golf course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31834.855039580543,46.03549959508984,-94.34200644324433,Minnesota,MN00302
,,,,,Driving Range,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22456.83991228053,45.96566040656407,-94.84957312657264,Minnesota,MN00245
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,17865.11441310672,44.46267018015736,-92.96193562565108,Minnesota,MN00015
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11459.051375297964,46.83643103573773,-95.92292486510054,Minnesota,MN00473
,,,,,Unknown Golf Course,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11459.051375297964,46.83643103573773,-95.92292486510054,Minnesota,MN00472
,,,,,Putting Green Mini Golf,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10116.095447137232,44.29640034558965,-94.43565446285021,Minnesota,MN00263
