gcid,name,province,lat,lon,area_m2,addr:city,addr:country,addr:full,addr:hamlet,addr:housenumber,addr:postcode,addr:province,addr:street,area,barrier,building,contact:city,contact:housenumber,contact:street,demolished,description,designation,email,facebook,fax,fixme,golf,golf:course,golf:par,image,indoor,landuse,layer,mapillary,note,old_name,opening_hours,operator,operator:type,operator:wikidata,payment:cash,payment:debit_cards,payment:mastercard,payment:visa,phone,source,source:name,sport,start_date,surface,tourism,type,website,wheelchair,winter_service,access,addr:unit,alt_name,attribution,branch,brand,canvec:code,contact:country,contact:email,contact:facebook,contact:phone,contact:postcode,contact:province,contact:website,created_by,fee,instagram,source:addr,source:url,wikidata,wikipedia,club,contact:instagram,url,wikipedia:en,mobile,name:en,name:fr,addr:district,addr:housename,addr:suburb,amenity,disused,fence_type,operational_status,canvec:uuid,check_date,entrance,historic,holes,natural,opendata:type,owner,payment:club_account,payment:maestro,payment:visa_debit,ref,tents,wheelchair:description,abandoned,addr:borough,addr:source,internet_access,opening_hours:signed,phone:mnemonic,short_name
OO00495,Ballantrae Golf Club,Ontario,44.0496845915174,-79.29331612798183,83649.52230991844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00264,1058-1076 Reay Rd,Ontario,44.95808916552616,-79.31906951248595,83566.1698631613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11CF41F887A6E5F4E0409C8467120387,,,,,,,,,,,,,,,,,,,,
OO00435,Holiday Inn Golf Course,Ontario,42.98946703717828,-82.4129411641032,83194.7349437618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00854,Forest Glen Golf Center,Ontario,42.988538550362485,-81.28364263213315,82854.97558458491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00682,Ninth Line Family Golf,Ontario,43.58980469439413,-79.80467197166693,80333.557941181,Mississauga,,,,7705,,,Ninth Line,,,,,,,,,,,,,,driving_range,,,,,,,,,,,,,,,,,,,,,golf,,,,,https://www.ninthlinefamilygolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00927,Niagara-on-the-Lake,Ontario,43.178910759300244,-79.18123766128113,79175.37958473172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00107,Andy Bathgate Golf Driving Range,Ontario,43.61849199204889,-79.6361838352389,78596.76085236456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00868,Wedges N' Woods,Ontario,43.38827548481559,-80.31646311196285,77065.03158651498,Cambridge,,,,155,N1R 4M7,,Can-Amera Parkway,,,,,,,,,,info@wedgesnwoods.net,,,,,,,,,,,,,,,,,,,,,,+1-519-621-9233,,,,,,,,https://www.wedgesnwoods.net/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00819,Blue Heron Golf Club,Ontario,44.97745017763756,-76.40188997234625,75548.65613838464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00199,Wedgewood Golf Centre,Ontario,43.2999408736813,-79.89798399889959,74490.57991420884,,,,,,,,,,,,,,,,,,,,,,driving_range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00410,Pros Golf Centre,Ontario,43.19688103321157,-79.76419243240306,73954.45365246623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00195,Vaughan,Ontario,43.79714115107364,-79.60218214714389,73551.33928725848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f32c34ccd9342048d9d02354b203876,,,,,,,,,,,,,,,,,,,,
OO00479,Market Sports KW,Ontario,43.513846375355854,-80.55068656200018,73339.59436961314,Waterloo,,,,800,N2J 4G8,,King Street North,,,,,,,,,,,,,,,,,,,,,,,Max's Sports World,"Mo-Th 10:00-21:00; Fr,Sa 09:00-22:00",,,,,,,,,,,,,,,,,,,,,,,,,,,info@marketsports.ca,https://www.facebook.com/marketsportskw/,+1-519-746-4653,,,https://www.marketsports.ca/,,,,,,,,,https://www.instagram.com/marketsportskw/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00850,Kingswell Glen,Ontario,42.87249210391756,-82.13813586491173,72709.47987291373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00852,Kevin Haime Golf Centre,Ontario,45.28877894030487,-75.89905314790573,72669.14099822326,,,,,,,,,,,,,,,,,,,,,,driving_range,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00740,Tee Zone Driving Range,Ontario,43.45354340376256,-79.79715724830821,71035.28935282312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://teezonegolf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00232,Unknown Golf Course,Ontario,44.7282484356994,-79.37257627350877,68777.83939772297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec_Import_2009,,golf,,,,,,,,,,,Natural Resources Canada,,,1000082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11CF41F87C80E5F4E0409C8467120387,,,,,,,,,,,,,,,,,,,,
OO00566,Niagara-on-the-Lake,Ontario,43.17759580470414,-79.17039109593647,67604.973215445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00910,Frankford Golf Course,Ontario,44.19770278382983,-77.59706283795241,67204.57132175285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00458,Kenora,Ontario,49.74882220350622,-94.46995443153992,66321.76621987081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00519,Unknown Golf Course,Ontario,43.211533918584614,-80.9841383971397,65558.90483643308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00637,Unknown Golf Course,Ontario,43.17978804075822,-80.90254373697414,65028.781793572365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00635,Rosedale Village Golf & Country Club,Ontario,43.74728872034087,-79.7738315848778,64259.57491385337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00402,Whitby,Ontario,43.957287129209305,-78.93670323110726,64242.49706882598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00660,Riverstone Golf & Country Club,Ontario,43.76777384374052,-79.6714803914172,63558.9148617652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00738,Unknown Golf Course,Ontario,46.20522485483567,-79.3598889563546,61203.67033258808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00505,110-10 Golf Links Dr,Ontario,44.183259786322786,-76.78487537166036,60754.727502201844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00759,Unknown Golf Course,Ontario,43.372150488342406,-80.39693015698778,60276.28897190145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00631,Apollo Valley Golf Club,Ontario,43.240975062551975,-80.19623972675707,59582.14761984526,Brant,,,,2462,L0R 2B0,,Concession 2 West,,,,,,,,,,,,,,,,,,,,,,,,Mo-Su 07:00-21:00,,,,,,,,+1-519-647-2069,,,golf,,,,,http://apollovalley.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00493,Whitchurch-Stouffville,Ontario,44.05035688089169,-79.27983441884727,56807.154255408415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00756,Curran Par-3,Ontario,45.479060197055695,-75.0558552103943,56347.06276600182,Curran,,,,1831,,,County Road 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00608,LaSalle,Ontario,42.21183282849332,-83.01751938739557,56241.41199546775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00383,Sandy Mountain Golf Course,Ontario,45.04553497578655,-75.54574219639049,55990.95176331746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00889,Valley Family Golf,Ontario,46.60772104372783,-81.07375475834297,55815.50324337558,Chelmsford,,,,3231,P0M 1L0,Ontario,Main Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00645,BMGCC Driving Range,Ontario,44.49306337146634,-80.2509941603257,55411.01905755585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00486,Thorold,Ontario,43.07537089023921,-79.21892265036189,54727.16147625174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00085,Millcroft Golf and Country Club,Ontario,43.399792523224235,-79.80385876194215,54632.004275089945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00086,Millcroft Golf and Country Club,Ontario,43.40138119761198,-79.81017008360034,54328.72653570934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00511,New Tecumseth,Ontario,44.16395923400681,-79.80546290958677,52600.391414588456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00364,Kawartha Lakes,Ontario,44.281981657600035,-78.77281105546254,49626.26763968973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00646,Unknown Golf Course,Ontario,44.49661957421262,-80.28683330323692,49406.42178897045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00853,Forest Glen Driving Range,Ontario,42.989209835222496,-81.28351978754654,46264.696394741935,,,,,,,,,,,,,,,,,,,,,,driving_range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00938,Unknown Golf Course,Ontario,44.55082899248874,-79.6695937105694,45970.840922771196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00624,Mono,Ontario,43.97705653696038,-80.05047247749006,45373.6872411376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00934,Horseshoe Valley Club,Ontario,44.54750027643721,-79.66596482283974,38355.913683734936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00884,1339-1307 Muskoka District Road 27,Ontario,45.127240810122665,-79.61144962005413,35911.386113688146,,,,,,,,,,,,,,,,,,,,,,out_of_bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00807,Harry Putter Driving Range,Ontario,43.818514361026516,-79.60023266393644,35453.18686225273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00872,Unknown Golf Course,Ontario,44.83165413787697,-76.05905135636931,35368.157653339644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00603,Whitchurch-Stouffville,Ontario,44.00824438229793,-79.3124961700662,34725.575516928344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00606,LaSalle,Ontario,42.20784080823002,-82.99950013816813,34474.18179605887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00704,Unknown Golf Course,Ontario,44.58158164387983,-80.49527006958424,34148.2081577267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00494,Whitchurch-Stouffville,Ontario,44.04734118166682,-79.27823529177432,32932.14764268506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00634,Rosedale Village Golf & Country Club,Ontario,43.74621872732424,-79.77610516941581,31128.077562896833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00455,Canterbury Common Residents' Association,Ontario,44.11874970514055,-78.95179185640433,30731.788566898143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00773,118 / 35 Driving Range,Ontario,45.046270487288346,-78.70129033309692,27584.429827897642,,,,,,,,,,,,,,,,,,,,,,driving_range,,,,,grass,,,,,,,,,,,,,,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00799,Golf Driving Range,Ontario,42.37517421267053,-82.15465588985761,24971.79537648985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00940,Unknown Golf Course,Ontario,44.55344320786321,-79.6767192211871,24554.416313629765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00569,Unknown Golf Course,Ontario,42.9382460259489,-81.38050799079977,24385.53820279157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00945,Unknown Golf Course,Ontario,44.55449506029085,-79.67394025910588,23817.31122713249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00942,Unknown Golf Course,Ontario,44.55763728746003,-79.67486078368614,23750.163103490897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00937,Unknown Golf Course,Ontario,44.55359058825505,-79.66581201937666,22475.789595057024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00362,49-27 Gray Rd,Ontario,44.47871943327712,-78.68890661544947,22244.52274363482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00939,Unknown Golf Course,Ontario,44.549721000051264,-79.67553821274053,20500.59768239676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00885,Unknown Golf Course,Ontario,45.133175007836975,-79.60673468810471,19411.807552731414,,,,,,,,,,,,,,,,,,,,,,out_of_bounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00936,Unknown Golf Course,Ontario,44.55192128004522,-79.6644288199438,16985.7801564896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00344,Unknown Golf Course,Ontario,43.90112753504927,-78.60864724746969,13730.928538423643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00736,Driving Range,Ontario,43.920184570204086,-79.44369616393726,12366.684257784007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00866,60-50 Golf Course Line,Ontario,46.124720149517096,-79.36131526814518,11767.559407824707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00697,Unknown Golf Course,Ontario,50.63751080895826,-93.24977642280753,11756.724027124405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-10.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OO00844,McDougall,Ontario,45.405606666480296,-80.07388670030119,11133.209931780648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00029,Club de Golf Le Blainvillier,Quebec,45.7148911418952,-73.87010596816091,2287823.2611896107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00153,Club de Golf Royal Montreal,Quebec,45.49517385532006,-73.90464781244073,1825250.9982174526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1420672,fr:Club de golf Royal Montréal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00350,Golf Continental,Quebec,45.982364110919306,-73.12689276045872,1608944.3348387324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00310,Club de golf La Tempête,Quebec,46.66906841154616,-71.21156646483529,1608034.3711959247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00018,Parcours Du Cerf,Quebec,45.55691669632282,-73.45047143361788,1603140.194804531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,multipolygon,http://www.parcoursducerf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00055,Le Club de Golf Summerlea,Quebec,45.33584171858965,-73.98570933075362,1602124.5300232396,Vaudreuil-Dorion,,,,1000,,QC,Route de Lotbinière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,,,,multipolygon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summerlea Golf & Country Club,Le Club de Golf Summerlea,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00407,Club de golf Le Versant,Quebec,45.69932462425028,-73.7083083644576,1587213.469947215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00408,Golf Lachute,Quebec,45.64780648183636,-74.31942513885883,1556620.8851574573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00309,Unknown Golf Course,Quebec,46.90273389946545,-71.15040923002299,1543635.846509595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRCan-CanVec-7.0,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00270,Club de Golf Hillsdale,Quebec,45.64866709206259,-73.90195922082593,1490656.5113956225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00154,Elm Ridge Country Club,Quebec,45.4828790606395,-73.91577860291794,1480380.0426363933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CanVec 6.0 - NRCan,,golf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC00110,Club de golf le Mirage,Quebec,45.74364812126061,-73.72220068948627,1430671.678317296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
